fail to login or register,"This is a really junk account. You can't even register. What are you looking at??	"
vulgar content,discrimination against blacks
vulgar content,"Yellow website: www.220 yy	"
permission abuse,Do not ever give permission to access ur contact.. one of the worst app.. bullsh**
ad disruption,"Ads, ads, ads, ads. What a waste of an app. Sarahaha you must really hate your users."
inconsistency between functionality and description,"My interface is different from the picture introduced in the game. Animals are the same, but the icons on the option bar are different. Please take a look and reply to me	"
payment deception,Cant even use the codes ur directions are wrong theresno code box under payments
praise,okay so you guys have to download this app it is amazing you can do your own short videos it is amazing theres a little bit of bugs in this app but other then that it is amazing i will never delete this app because it is awasone but yeah download this app you will like it its amazing but byeeeee so you next time
bad performance,"Does not work on my stock Nexus 6P, I emailed support and they ignored me."
bad performance,"Every time I play to the level with rabbits, I crash and die of depression	"
ad disruption,Waste of time. Cant get it to work cus of ads
praise,this app is awesome you can listen to music watch other people dance and dance yourself it's like a social media but way better I really think you should try to Let Yourself Go download Tik Tok
vulgar content,You need to get rid of the kids in the app and also get rid of the bullies and fortnite dancers in the app as well there is so many people on ticktok COMMITTING suicide and also change your app to 18+ because there r adult rated stuff on this app and children should not be using it all these 12 year olds r coming on this app and doing sexual stuff and don't get reported but as soon as an adult dose it they get banned that's pathetic ticktok I better change your rating on this app!
fail to install,"What happens when you can't install it after updating and decompression	"
fail to install,"The download is too slow to install	"
payment deception,"This app is the perfect example of some corporate marketing person saying, ""Hey, we need an app!"" Hiring a developer to do cobble together something and then never look at it again.  It only works when connected to the ship wi-fi, which I kind of expected.  But then it promises the ability to book restaurants.  Which always timed out.  It has intra-ship communications (text others with the app and call staterooms), for a fee.  Which really only works if the other people in your party also install the app and pay the fee.  Everything else is brief marketing copy about the ship and port attractions, blatantly trying to upsell.  Annoying and useless.  You will enjoy your cruise better if you do not install this app and get frustrated by all of the things it cannot do.  But at least NCL has an app."
fail to install,"The above cloud components cannot be installed	"
fail to delete,"After installation and uninstallation, you can't uninstall anything that needs to be deactivated by Tencent mobile housekeeper	"
fail to login or register,"Can you change this junk software? Shit, if you don't say it, you can't get on the garbage!	"
fail to install,"Registration error: the device parameter cannot be empty. All installation packages are reported as errors. Please repair them immediately	"
fail to install,I deleted it and now it wont let me download it again
fail to login or register,"Can't register, there's no verification code at all I waited for several days and didn't see the verification code text message It's disgusting	"
fail to login or register,"It's rubbish! I've never registered. I won't say anything without giving a red envelope. I've registered! Deceptive stuff! Don't believe that there is no personal credit inquiry at all!	"
app repackaging,"I made a cracked version, ha ha! Easier to use than the system's own	"
fail to install,"The update is finished and cannot be installed!	"
inconsistency between functionality and description,the software interface is totally different with pictures.
app ranking fraud,"Don't be fooled. Most of the praise is from merchants. These software are software that deceive people's money. I can responsibly tell you that deception is committed by software merchants. Let's see, there are dozens of such software, but the software interface is almost the same after downloading and installing. It's basically the same. It's not negotiable to cheat you.	"
excessive network traffic,"Rubbish! Grass < ('^ ¡ä) > is to cheat mobile data. Don't put it on the shelf if you don't have the ability!	"
ad disruption,Ads are to much
fail to delete,"Cannot unload for scattering	"
privacy or information leak,"stupid software steals privacy and cannot be deleted	"
fail to delete,"stupid software steals privacy and cannot be deleted	"
app repackaging,"I feel good! Those who say piracy have a closer look. The author of this game is the author of the simulated goat! By the way, how to lure the dog out of the nest?	"
ad disruption,Does nothing but load ads and notifications
fail to login or register,"I could only log in and from there it said this account had no registered vehicles, with no option to even add one!! I tried calling the number and they had no info for me to do anything..."
bad performance,"It's not as fast as the one on the computer	"
illegal background behavior,It downloads software automatically
drive-by download,It downloads software automatically
app ranking fraud,"5 points are brushed out. It's so bad. It downloads software automatically and there are a lot of advertisements	"
inconsistency between functionality and description,"Love it, but the notifications are inconsistent whenever you are messaging 
someone or you have a match. So, you have to constantly check it to see 
what's is going on."
ad disruption,Too many add
virus,"Suspected virus	"
fail to start,"If you can't get in, you'll definitely get out of the top 5	"
bad performance,Worked well until a couple weeks ago. Now stuck in reset loop. No longer usable.
vulgar content,"App has no Admin Policing it. Seems to have quite a lot of  Paedophiles prowling on it. Unacceptable to create, release but not monitor."
ad disruption,BOOO SUCKS TOO MUCH ADS
payment deception,I love the pics on it but why do I have to pay that dumd
inconsistency between functionality and description,"The money and of the clothes in the picture are really different from Ben. I can't afford it!	"
fail to exit,"After the timing starts, the background runs into other software to brush questions, and then into the through train to reopen directly. What's the matter? What's wrong with me?	"
virus,This app sucks ass! Stop the insanity. It will block what your looking at just to install it. Its worse than a virus!!!
fail to install,It doesn't let me download it
fail to delete,"It can't be unloaded	"
fail to install,It doesn't let me download the app tho. I toatally love it tho!!?????????????????????
fail to retrieve content,"Speechless can also be well inexplicably turned into a blank	"
fail to start,Always has stop working
fail to login or register,"Why can't I go up there?	"
app repackaging,"I've seen the Temple Escape cracked version before, but why can't I see it after the update	"
fail to install,"Is it a pit father? Broken game! Can't install	"
excessive network traffic,"Egg pain what broken game will be updated as soon as it goes in! I can't update this broken game again. It's really bad. I think it's cheating traffic	"
fail to login or register,Takes forever to sign up .
vulgar content,I make new friends every day but a problem is that I see adults play with Barbies in a sexale way
fail to exit,"I just don't know how to quit. I can't understand English	"
virus,"And there's too much virus mother forced one star	"
privacy or information leak,"Several credit cards are tied up, but it's not safe	"
permission abuse,"Why do you need contacts and phone permissions for a reading app?	"
illegal redirection,"After installing and opening, you need to give permission to use it?	"
permission abuse,"After installing and opening, you need to give permission to use it?	"
bad performance,"I advise you not to download the chess and card application in the news, so that your mobile phone always crashes and if the card amount is too much, you will say you cheat * * software, or don't give rewards. It is strongly recommended not to download it	"
praise,"Super easy to use, the same operation as the scientific calculator used in high school. After pressing the shift key, you can use the function of yellow words	"
fail to install,It won't let me install it i had to delet 2 apps and this is the only app i have wanted to install
excessive network traffic,"Can't get on the dog to cheat mobile data	"
virus,"This is completely a virus garbage	"
fail to install,i had this app before but i acidentally deleted it amd now it doesnt want to download... but i loveeee this app so much i just wish i could download it again? but great work on this app
fail to install,"Android 7.0 incompatibility	"
fail to retrieve content,"Store open is blank (t ¨Œ T)	"
payment deception,"I really don't want to use your broken software to return a package to find manual perfunctory work. I have to download this software to return it. I enter this software for an hour, and I also have to return the cheating software for half a day. I hope others forget to order the cool reading selection package to earn other people's money next month	"
ad disruption,Lock screen ad is unacceptable.
ad disruption,Like our Facebook page to unlock this rate us 5 stars to unlock that. One giant advert campaign in my opinion.
bad performance,All it really did was FREAKING SLOW MY PHONE DOWN AND DRAIN MY BATTERY BY 45% AND MADE ME HAVE TO CHARGE MY PHONE FOR 7 HPURS JUST TO GET TO 50%
bad performance,"Everyone told me how to use this software to set up a desk. The mobile phone can't be connected. It feels like it's blocked by the wall. The computer can't be used at first. It can only be used after modifying the system files, but I don't know how to do with the mobile phone	"
fail to delete,"How can I uninstall it?	"
fail to install,"It can't be installed several times!	"
fail to install,Pls let me download it i cant idkw but pls i give it a 5 and can you update it by put an age limit from 11 to 50 pls. THANK U
fail to start,"Unable to open app, keeps crashing"
fail to install,"What happens when the installation fails? One plus three oxygen os3 5.1 what is the situation of system installation failure? Show apps not installed?	"
fail to delete,"Shared information cannot be deleted	"
bad performance,"Nima, I took the battery card and it's still stuck	"
fail to retrieve content,It stopped working and the websites not working
permission abuse,Unncessary permissions required
praise,Its so fun it actually teaches dances and let you dance so amazing im so addicted to it please download if you want
permission abuse,"This is good, but you need root permission	"
inconsistency between functionality and description,Matching algorithm is buggy and inconsistent at best. Could literally write a better one in a week.
fail to delete,"Some content cannot be deleted after	"
payment deception,Charging ppl to look for a place to live is sad
fail to install,"Why did the cloud component installation fail	"
bad performance,"The charge for playing with mobile phone is so high, and sometimes there is a card	"
fail to login or register,"Grass B! You can't even get on the grass! It's a fucking game	"
payment deception,"Not worth it, everything is locked and you need to pay $2.99 for each thing"
fail to start,"5.1 why can't Android work	"
fail to install,"Can't install! And put the money in	"
fail to start,it doesnt work
fail to install,"How to beautify QQ can't be installed	"
payment deception,Watch the h  this cose money you need to pay mcpe and this to watch come on no boddy love this
privacy or information leak,Why do you need access to my Contacts and Media?
permission abuse,App creator is using Google maps with a horrible interface. There are better and less intrusive maps out there. Why do you need access to my Contacts and Media?
app repackaging,"It's very fun, but I still want to crack it. Some people can send me one, please?	"
fail to retrieve content,Installed app and all that comes up is 404 error
fail to retrieve content,"blank	"
vulgar content,H games
vulgar content,"Embeleshed and stimulating and the woman seemed to thrive on pervertswho joinedthem , u qwould"
virus,"Is there a virus in this thing? Why doesn't it always come out sick	"
fail to delete,"Can't unload a bad comment every day	"
payment deception,U want to play the map but then when u download the app it says u have to pay money to play the map
payment deception,I PAYED FOR IT AND IT DID NOT EVEN IMPORT WTF IT SCAMMED ME
fail to start,Not warking bro
vulgar content,"Always find something funny, interesting or sexy... Ha! Great app!!"
ad disruption,I got out of the game 2 ads came on and then it put me back In the game
virus,"Huawei's own touch treasure dialing assistant has become a Trojan horse? Can't get in the game. Is there a mistake	"
permission abuse,"What do you want to do with calendar permissions	"
fail to start,Whenever I try to record a video the app shuts down.
vulgar content,Apps is gud but lots of valugur pice nude pic kindly take action
privacy or information leak,It's good but why does it steal data
fail to login or register,This is a great app but it sometimes doesn't work I had to delete it and redownload it because its not working for me at all and it won't let me sign in.
virus,Every start is the promotion of night broadcasting. Be careful of poisoning.
app ranking fraud,"Scum, I was killed by four three of my four K's. The plane can't take two pairs, neither can four with two. The praise is all brushed. The navy is too cheap these days. Evaluation is not worth a letter. Rubbish."
ad disruption,no inventory of projects that show in the ads. surach does not function  - waste of time.
fail to login or register,Cannot get into site to create an account
app ranking fraud,"Their praise was brushed out. My friend was also Cao Cao's goods. They almost forced me to jump from a building	"
fail to start,It constantly crashes when selecting a movie. Please fix this.
fail to login or register,"You can't even get in, spicy chicken! game!	"
ad disruption,"These streetview maps firstly ARE NOT maps - and secondly (worst of all) they are mere portals for TONS AND TONS of advertising. Yull find Starcruks on these jewgle craps, McGone-all and all the other global corporations."
app ranking fraud,"That praise will be brushed at a glance, mdmdmdmdmmdm. Who developed this game? It's shameless. Even if the world is destroyed, your face can be taken back by aliens for research!	"
fail to start,It didnt work at all
ad disruption,Full of ads.
app repackaging,"It's not good. It's recommended to download and play more with my world box. It looks like a pirated one	"
illegal redirection,"This is not free. You either need to earn credits to use it or pay for credits to use the app. The app can be downloaded for free, but if you want to use it in any meaningful way, you will have to pay."
payment deception,"This is not free. You either need to earn credits to use it or pay for credits to use the app. The app can be downloaded for free, but if you want to use it in any meaningful way, you will have to pay."
payment deception,Scam - ripped me off and wont REFUND
fail to install,"The installation package given in the store is not compatible	"
drive-by download,Ondu sari delete madidde matte download agtane illa e app
praise,"Good! I've been receiving emails for two years. Finally, it's not easy to support Android!	"
praise,the app is really good
privacy or information leak,"I'm not very happy with you stealing all my information, but the app is really good"
vulgar content,"I feel too bloody. The boss is not so bad	"
fail to install,i loved this app but for some reason i had deleted it now i m trying to download it but it is not downloading
fail to start,"Can't open cheat me	"
app ranking fraud,"Swindlers can't use it at all. They don't have the option to check the password at all. Praise is all brushed	"
permission abuse,Cannot use anything unless you give permission to phone calls and storage and contacts. All we need is an app that can enable simple buttons without letting the kid mess with the setting of the phone and the applications. Very intrusive too. It asks for the kids birthday.
payment deception,"Go to your mother and force me to have nothing. Deduct 10 yuan from me every month. Is Unicom eating shit?	"
virus,"Customer service toxic	"
fail to delete,"Boring can't be unloaded	"
privacy or information leak,Grate app also u gotta love the fact it steals ur info dont download it
app repackaging,"I have a cracked version of the infinite test flight on Baidu. I can get off the plane for free	"
app ranking fraud,"It's not very power-saving. Those who are highly praised are those who brush their own bills. You can see it at a glance	"
bad performance,It's not very power-saving
fail to install,"Millet 5S cannot be installed	"
excessive network traffic,"You can't see the password at all. Once you go in, you waste traffic and cheat your personal information	"
privacy or information leak,"You can't see the password at all. Once you go in, you waste traffic and cheat your personal information"
bad performance,"The picture is good, but if you can't play it, it will crash	"
fail to start,Doesnt work. Plain and simple.
fail to delete,"Why can't I uninstall it?	"
fail to retrieve content,Error 404 on startup.
vulgar content,"Especially violent. Don't let children play	"
bad performance,"Mom, why do you always crash me when you play to level 30? You don't want to give me any garbage for a star	"
privacy or information leak,Why the app needs permission to my contacts and calls?!
permission abuse,Why the app needs permission to my contacts and calls?!
app ranking fraud,"Invite a gunman to brush the praise and cover up the fact of your software garbage? I'll just hehe. Garbage is always garbage. It's still rubbish to invite a gunman to brush it! Junk software does not interpret & hellip; Don't be fooled	"
fail to install,"It's good at night, but it's always prompted that updates can't be installed after downloading. What's the trouble?	"
ad disruption,"Terrible. Not kust too many ads, but t hey pop up all over so you click them by acvident."
vulgar content,"So easy and useful for shirt videos. But some of peoples using sexual content, which do bad effects on childrens, bcz mostly childrens using tiktok."
fail to install,"The update cannot be installed later	"
bad performance,It was amazing but I needed to delete it because my device wasnt working but I'm downloading it now
app ranking fraud,Charges money for tracker.  Waste of time the reviews are from people who are selling the app.  Boo. Shame on the app creators.
virus,Sure wish I read the reviews before installing. Nothing but Spyware
fail to login or register,Would not let me sign in
vulgar content,"I LOVE THIS APP, but some people on app are really creepy so be careful kids! ????"
fail to install,"Android 5.0 incompatibility	"
app repackaging,"The cracked version is very good. There's no money for reading	"
privacy or information leak,Tik-Tok is great one thing I don't like about it is that when you delete the app it deletes your drafts so when you install the app your drafts are gone and that makes me upset so Tik Tok I hope and I pray that I can get my dress back on Tik Tok on my account.
fail to login or register,"The interface is too poor to log in	"
virus,"Toxic	"
fail to install,"I can't install it, but I'm also a deer rice. I don't care what you say. We just need to love him well. What's the matter with these people? What am I afraid of when I wipe so many deer rice in the world? Oh, grass (why can't I install it? Is this a game problem or a claw machine problem?)	"
drive-by download,Let me install stuff without taking a app away
fail to login or register,"I can't log in and register now	"
app repackaging,"Go to lexun mobile phone master, there is a cracked version	"
bad performance,"Huawei u8825d perfect crash	"
virus,"It's a virus! Don't be fooled!!!!!	"
fail to login or register,Loved the app initially and then it stopped working and letting me login coming up with an error at the end of the installation kicking me back to the start.  Shame really as when it works it can be very effective
ad disruption,Just a series of YouTube links. Fills the phone with spam and ads.
fail to login or register,"What's the situation? I can't log in today. I hope to repair it as soon as possible	"
fail to start,Its a bad app it crashes all the time its irrelevant
vulgar content,Best sex change App! Never want to use it at myself.
vulgar content,I like the app but there are many sex scam accounts on it the profiles are using sex links in their bio plus lot of haters getting decent people's accounts blocked for non offensive posts.
app repackaging,"Is it a cracked version?	"
bad performance,"Garbage can't use the card returning machine at all	"
fail to retrieve content,404 error !!! Seriously check your mail and get it fixed !
fail to login or register,"You can't register, you can only place orders, you can't receive orders	"
app ranking fraud,"Can't use the comment at all. It's brushed out. The air conditioner didn't respond	"
virus,"Stop playing poisonous	"
virus,"Liars have viruses	"
praise,LOVE IT if your parents will not give you a phone ask for a tablet and download tiktok and you can communicate with your friends and family at home and it is free and have a a free private policy ? love it and I am only 10 years old!
payment deception,"Garbage swindles people. Whoever wants money will have bad luck	"
privacy or information leak,It is good but my mom thinks u should not put it on the net unless it ask u first so delete it now unless u want to be expose to the net with out your permission and why do every body like famous persons musical ly that is really unfair to the in un popular and your musical ly sare very good like mine I just had to delete it like now
fail to retrieve content,never works. always says service unvailable. much worse than the previous versions
payment deception,why do i have to pay ima kill u
ad disruption,I downloaded it open it it closed after ad ad only option when I went back to play store was to uninstall it. Waste of time
praise,I love it my mom won't let me install it but yeah it's really nice ???
illegal redirection,"Why do I have to download the level copy to get in	"
privacy or information leak,I will miss you tik tok even though i never got 100 followers or my goal i will miss you so much i really hope trump changes his mind And again i will really miss you and hope you get bought by another company like musically you gave me the best 4-3 years of my life and like you all said.... This made all my days and i love all my 88 followers from both of my accounts @roblox_profileeditsnmore And @Snowy_thebunnygirl and i will miss this app forever and i love whoever created this app ill missya
permission abuse,"Want root permission!!!	"
praise,This app is fun And educational so let your kids download this so they may learn and its like for 2-18 yr olds
excessive network traffic,"Nima's garbage cheat mobile data can't be updated all the time!!!	"
vulgar content,It is realy good i love it because you can make videos and wach over people make live videos to and you can put stickets on videos and words and it can be a dance a creepy story and video games life hacks and more like saing messages to the video or like the video its like yotub so i realy like it and i give it five stars. ????????????????????????
fail to login or register,"The most disgusting software to use!!! Login trouble!! Often can't log in to Kaka! It's really garbage in garbage!!!! Don't even want to give a star!!!	"
ad disruption,Okay i dont like this app because everything i click or touch an ad pops up
virus,"What's the matter with Dongdong? I always modify the information in me. It seems that there is a Trojan horse	"
ad disruption,"Too many ads. I click skip and it awaits gives me an ad. This game is for profit, not for fun! The gameplay is good on the other hand though but the ads are so bad it gets 1 star"
bad performance,App worked fine with my work account until 2 days ago. Now it gets stuck on the opening mailbox screen for a few seconds then tells me it has to delete all my info to continue then shuts down.
illegal redirection,"I'm so angry. After reading it for the first day and the next day, I said that I should update it. If I don't update it, I can't see it, but I can't update it. What bad software makes me download it again tomorrow	"
virus,"There is absolutely virus in garbage software. It can be opened by Alipay, and which page can not be shut off.	"
fail to exit,"Do you have to run in the background to remind?	"
illegal background behavior,"Do you have to run in the background to remind?	"
fail to start,"Why? I downloaded it successfully. Why can't I start it?! How to show that the software can't run independently? Can't the software	"
ad disruption,Too much of adds...
praise,"It's not bloody at all ~ it's very rhythmic	"
ad disruption,Full of Ads and not usable in Egypt
fail to install,"It's not fun to install games if you can't install them	"
praise,Best tiktok app ever? I had Tiktok for over 4 years No problem videos I was making was still good until I updated it never update every app you have or else you apps will give you problems rather delete it and download it again or send it from a friend
fail to login or register,"Junk software cannot log in	"
fail to retrieve content,Disconnects all the time. Updated app and now wont work at all. Really needs to be fixed. Great idea works shocking.
praise,Very nice very useful app and entertaining app tiktok is best....please view on my profile is for you page my tiktok I'd is @miss_dearmy_ official1
virus,"After opening, it is either flickering or other images appear. Is it poisonous or the program is messy? Hard to say!	"
virus,"Toxic possibility	"
drive-by download,so much thing has been bundled and download in my phone
drive-by download,"It's true that so much software has been bundled with fucking garbage. It's still a lot of shit	"
ad disruption,"Garbage good game nested endless advertisements	"
payment deception,Apps that are under or use who easy charge you $20 you can not get them to stop charging you they will not refund the money even after deleting the app
vulgar content,It's good but too manyFeminist and Prejudiced and sexist people
virus,"If there is a virus, uninstall and restart immediately. It's still there	"
praise,I love this app. You have to download it right now on your phone tablet what ever it is you need to get it right now promise you it's the best app I have ever gotten I can't spend a week with out it and I always read through this before downloading a app in this is not a fake review this is the best app ever you have to download it now! ?
app ranking fraud,"The praise of asking for money is brushed	"
fail to login or register,I love tik ok it's just my lil brother delete my account so I have to download it agian and make a new because I forgot my password
privacy or information leak,"I could only message one person and I only sent one message. Now people keep randomly calling me and it is people from weird numbers. It is like bank accounts and car lots telling me stuff about driving on the roads... I am about to put a law suit on this entire thing bc I have college classes and I can not get sleep when I am being woke up at 2:00, 3:00 and 4:00 in the morning... this is rediculous. I am making these people pay for my schooling since they can not leave everyone alone."
virus,Good virus
illegal redirection,"Activation to download the game trial results were deducted 40 yuan, garbage money deducted also did not return points	"
payment deception,Cannot use electronic gift card as payment when also using discount or coupon because the computer thinks the gift card is another coupon.
illegal redirection,Paid to activate before use
payment deception,"Yao Dan met more than 800 cheated with the purpose of blind date, and some let you add Taobao promotion to pay first. Liars are everywhere. I hope the majority of compatriots polish their glasses!	"
inconsistency between functionality and description,Inconsistent and easily confused
payment deception,u open the app n it asks u to pay or u watch the video which is never available.. how can anyone pay without even knowing how excatly app works like if owner of the app can reply?
fail to exit,"Dose not let me exit program, not amart enough to make a working app?  I also noticed that almost every revew is bad.  I am uninstaltalling this horrible app."
ad disruption,I think it has a way to many ads and very poorly designed
app repackaging,"Where is the cracked version	"
virus,"Get the virus in rot	"
fail to delete,"This software is easy to use, but I don't want to use it now. What if I can't uninstall it	"
payment deception,I would like to talk to someone with out paying
vulgar content,50% of it is good content. Lately ive seen videos of girls peeing in the toliet recording thereselves. Ive also seen girls posting information to buy there nudes for money. Not cool tiktok . good app but still very much needs some work
virus,I loved it!!! But then it put a virus on my phone it killed the batteray and took up a lot of storage
fail to install,"Can't install... Garbage	"
fail to install,I cant believe i can rate even tho i didnt downlaod it but i gave 2 star bc when i try to downlaod it i wont let me it keeps going back to the way like herws an example when i push install it says installing but then it says install again pls fix it pls and plsss.................. Yay u fixed it ill give 5 star now thanks 52% dowlaoded
ad disruption,Intrusive ads
hidden app,"After mx5 upgrade, I can't find the icon on the desktop! But the app store shows that this app has been installed! What's the matter?	"
bad performance,"Always crash mate8,	"
vulgar content,"I love tik tok! But a couple times I've gotten creepy texts from people i don't know. I really hope they don't shut it down though,??"
ad disruption,Every time I press check it sends me to an ad
virus,"As soon as the virus is downloaded, I'll ask you to update and download!	"
fail to login or register,"I cant sign in, And if i clivk wallpapers it says fetching, or it says development mode,"
vulgar content,"Very addictive it cures boredom. I've been using it almost half a year and I can say this app is very entertaining. yes it does have a lot of drama in it but to be honest, im here for it. There are also very intertaining videos and trends without drama. it's an AMAZING app. I would recommend for children above the age of 11. it's also racist but people are working on changing that. Even news around the world are shown on tik tok. It literally mynnews app. Thanks for reading."
excessive network traffic,"Background network consumption	"
illegal background behavior,"Background network consumption	"
app repackaging,"A cracked version is good	"
fail to start,"It's always said that the forced update is still the old version and can't be opened	"
fail to retrieve content,keeps sayin 404 error doesnt work at all
fail to delete,"Can't the bill be deleted?	"
virus,"Every time you download an error, 100% of them have Trojans	"
fail to start,Did not work at all kept coming up Arrow.
payment deception,"To charge money, liar	"
ad disruption,"After the update, you can't block the advertisement. Depressed (¨i©n¨i)	"
fail to login or register,"can't register it	"
ad disruption,Too much ads
fail to install,"Android 9 can't	"
fail to retrieve content,Is not working anymore why i was using it for a long time help
praise,Very goid and what i like is when u delete the app and install it nothing changes ur followers nor ur like videos?????tiktok
bad performance,I love it but just recently it would not let me download my phone is full of storage I do not know why this is happening it's stained annoy me???????
fail to login or register,i am not getting to login how to login
bad performance,"After using it once, if you want to open the UU errand app again, you will always be prompted that the system is abnormal and the system has a small error. Please try again later. It has always been like this. Deleting, restarting and reinstalling are not easy to use! Rubbish!	"
fail to install,Did not let me download I have a lot of space
hidden app,"OK, just be able to hide the application icon	"
permission abuse,"Mobile download also requires root permission	"
virus,"""War and order"" is a poisonous game	"
app repackaging,"Easy to use games are all cracked versions	"
praise,"Good software should be virus-free. There are all kinds of avatar wallpapers and a full set of background avatar Q name signature five stars and five stars	"
praise,virus-free
ad disruption,This app needs a major upgrade just to be useless all videos claim to be having "technical difficulty" after you have watched the ads. Works worse on iPad. Maybe they will fix it by 2020
fail to login or register,"Nothing can be registered	"
payment deception,YOU HAVE TO PAY FOR THE ADD ON!!! THAT MAKES NO SENSE AT ALL!!!
fail to login or register,"Is the technician there? I can't log in and use it! it ticks me off	"
privacy or information leak,Dont download this app as it is not from twitter. it will hack ur details.
vulgar content,Pretty good app.I like it.You can chattoo the rssexua lity perverted people same to you.
fail to install,"It has not been updated for more than half a year and is not compatible with Android 7.0	"
fail to login or register,Wont let me even get in
permission abuse,"It's OK to use it, but if you report it once or twice, you won't report it. You have to reload and open it once. You can't give all the permissions	"
fail to delete,"After upgrading, there are redundant icons on the desktop that cannot be deleted. Deleting becomes uninstalling the software, so I can only restore to the original installed version	"
privacy or information leak,"Personal information can't be safe	"
vulgar content,I can write penis theme dnotes for my payments
vulgar content,This app experience are so bad video quality is very dirty in this app so I hate this app one time tiktok people must think about it's video quality ???????????? I will stop using tiktok from today and will not recommended anyone to tiktok this app is the dirtiest app on the social platform I want to say that i have to completely make a ticket uninstall this from all of your users from your mobile ???????????????????????????????????????????
privacy or information leak,"The photos will disappear after the crap is transferred in and unloaded. They can't get out. It's really rubbish	"
excessive network traffic,"Fake waste flow	"
fail to install,"I don't know if it can be installed	"
bad performance,"OK? After the update, just give me a crash, or do I have to buckle the battery	"
ad disruption,"It has too many adds,  very boring,  and when i tell the truth it says lie"
payment deception,It sucks u gotta pay for it
fail to start,It was clutching and had errors it was annoying
excessive network traffic,"Can't open cheat mobile data	"
app ranking fraud,"The reason why I gave the mid-level review is that too many high praise were drowned and the suspicion of brushing was not ruled out. Therefore, the mid-level review gave its own opinions and used several similar software, piggy wooden bird and this ant. Generally speaking, piggy is in the direction of lovers. App is pink and tender, which embarrasses me. Wooden bird personally feels that it is generally the last choice or ant. After all, the old brand was paid for before Baosesame credit has deposit free direct use, and the experience is quite good. There are various types of rooms, and the customer service is very good. The problem was solved immediately. The reason why it was rated in the middle is that it hopes to do better in the future	"
permission abuse,"Why do you want to open the phone permission? If you don't open it, it will display the location permission. I opened the location permission	"
virus,i hate how it wont download ? and its stoping me from downloading other apps its like a virus because of tik tok??
privacy or information leak,"It's not good at all. The picture is gone	"
fail to start,Crashing Everytime I try to set wallpaper
fail to start,crashed.
privacy or information leak,"The most important thing is security?	"
drive-by download,list of names I did so much videos I tried to get like someone's like 110k like but my mom and delete it but Sean Ryan stalker trying to download right now but it it actually actually says it's installing still but I don't know what happened Willy adames I forgot what
vulgar content,The app overall is great!! But the amount of racist and racism that this app sometimes allows is ridiculous
fail to login or register,Worst app. Not receive code to register account.
app repackaging,"Such a game is a waste of real experience, which is the essence of the game	"
payment deception,"I really don't want to say anything. Customer service is always busy. I can't find customer service online. Hehe pit. My money system is so rotten that I can't look directly at it. Anyway, I don't believe laiyifen anymore. Cheating consumers and slow delivery are amazing!!!!	"
fail to install,Even after having an account I deleted by mistake I'm trying to download it again but its been pending for the last three days.
hidden app,"After upgrading, the icon of calendar month view cannot be found in the system widget. It is strongly recommended that the author repair and improve it quickly!!	"
drive-by download,It's like vines But much more funny the 1st day I got on my tablet and download the app and it was awesome it's like a miracle
permission abuse,Uneccesary permissions
vulgar content,"Too violent, too bloody	"
fail to start,its always stopping even tho im not using it. i hate this
ad disruption,Too many ads!!
ad disruption,Garbage a bunch of ads an youtube videos
payment deception,i would not i tried over and over again i really need these documents and cant get it dont like it at all i hope they fix this real soon i lost money over this. please fix. thanks
illegal redirection,Redirected here from a spam page
fail to install,"Android 5.0 cannot be installed	"
ad disruption,Do you like wasting time?   Do you like ads?   Do you like seeing ads almost every thirty seconds?   Then boy is this the game for you!
bad performance,"The serious delay of software speech is not the problem of my mobile phone at all. Four or five thousand mobile phones won't use a small app to download all kinds of cards. It's the same problem after downloading with a friend's mobile phone. I really don't know how so many people download this software and whether they brush it up!	"
virus,"You cannot choose not to upgrade. There is a virus after upgrading	"
fail to retrieve content,"I finally found the most comfortable browser. It's simple but not simple. It's really nice to use it for a period of time. However, I also found some problems. The toolbar style can only have three buttons and can't switch five buttons. In addition, after browsing so many web pages, the ad filtering is blank, but I can't see what ads are filtered. I hope programmers can see this comment and make quark more and more perfect	"
app repackaging,"Is there Grand Theft Auto San Antilles? Cracked version	"
vulgar content,i love this app all though i did lose my account icecream_gacha_lyssy apparently for porn on my live stream i would love it if you could bring it back it had 1000+ followers but other from that its a great app
ad disruption,Old app was irritating.  Ads would scroll up and take over screen. You really fixed it with the update. The app no longer does that. Now it just takes over the whole screen within 2 seconds of opening.
bad performance,my storage was almost filled
drive-by download,Its a good app but i somehow got another tik tok app i chosed one and i was sighned out then i went to click the other one and it was gone i deleted that app cuz i wanted to download roblox cuz my storage was almost filled so i went to download tik tok and it wont let me downlad it...i still cant download it wich sucks cuz i had some goooddd visd on it and therw gone till i get tik tok
fail to login or register,"Shit, it's better than downloading, logging in, registering, nothing	"
fail to install,"Refuse installation	"
fail to start,It worked for a while - then packed-up!
ad disruption,So many ads immediately. Do not download.
fail to install,"Real garbage can't be installed	"
drive-by download,Oh my God what a app firs I didn't like this app to download but my friends forced to download and I downloaded I can't know how this app I love but now I can't be without tik tok
fail to exit,"How to exit traceless?	"
privacy or information leak,"Why do you need so many permissions to open the back door to steal personal information? You should have one permission. Don't use it yourself. You are the software that can be used offline. When ordinary people don't understand it, your permissions are too much. You despise the developers. CCTV has too many permissions. Don't cheat people by JB	"
permission abuse,"Why do you need so many permissions to open the back door,CCTV has too many permissions."
